Time,Va,Vb,Vc,Ia,Ib,Ic
0.0019,0.482134400228017,-0.563588103888518,0.156074270167549,-30.1922469486613,-35.5650206137694,64.2793378197958
0.00195,0.47967683707894,-0.578368584704074,0.141257462106628,-29.889752654349,-34.3197390017273,59.1611571966334
0.002,0.457359585565079,-0.537575408313205,0.111233647713493,-30.8668439390588,-33.8288171966418,61.7847023132485
0.00205,0.436473319238026,-0.550437294427683,0.0793443158699844,-27.4747181754697,-34.2684569485921,62.1029412705702
0.0021,0.451772932532967,-0.575808948291008,0.0658180194927263,-28.9231632842753,-34.7960557964078,61.0678836064517
0.00215,0.465429038203094,-0.577935906143857,0.0596360508003319,-24.8148889038601,-36.3507760736007,60.9641086402097
0.0022,0.493595121814383,-0.59045914271212,0.067005185434862,-24.2735878261552,-37.2512577709674,65.0167023632542
0.00225,0.456176823303932,-0.582783388597468,0.0338056467513652,-25.5132828798477,-35.7410438613026,68.6402787448854
0.0023,0.481288179503356,-0.545040414429402,0.0426595456496913,-24.7696834454749,-38.9175841855619,62.3265463125891
0.00235,0.494962322317053,-0.555747715192649,0.0385178036760322,-24.1576745858546,-37.2035813464797,62.2175044547966
0.0024,0.479888629662757,-0.579751836432797,0.00367796724812931,-23.271893019614,-40.814290186829,61.2734156488867
0.00245,0.477679400510351,-0.580583231519438,-0.010434329560884,-23.8216393436721,-38.8615819945415,60.0306434850057
0.0025,0.496357000832825,-0.537200623911947,0.00467931531016238,-22.0059584163309,-40.8045118311657,61.0322063377924
0.00255,0.478056392307867,-0.587479864648083,-0.0385800372808267,-19.4210483978149,-39.776390561106,61.4903834543075
0.0026,0.492377053378491,-0.571222752273019,-0.0524107247450438,-19.6048731153199,-41.6065664843176,61.2485689009493
0.00265,0.517237769095623,-0.535193004213068,-0.031120243559203,-15.9266819114983,-47.0362650286599,61.0024878625521
0.0027,0.507794257566638,-0.579046778627666,-0.0660399138097323,-16.5156196566183,-43.7752981074044,55.9937753972682
0.00275,0.537403396617807,-0.52173502722765,-0.0424633813622727,-16.1841853465146,-45.9075983403557,59.4363017881626
0.0028,0.527773551723029,-0.519190695908297,-0.0725440559892824,-15.7727827951467,-50.0388465537801,63.1208067647073
0.00285,0.539900223335479,-0.534544828658131,-0.081185831367323,-13.5603688803584,-49.0895988154773,57.324046644043
0.0029,0.550682484898635,-0.509419705324469,-0.0713497446392578,-12.8318217776357,-41.8008625832402,63.4506755296321
0.00295,0.529845644262953,-0.534166465999048,-0.121927207085565,-11.815200928798,-52.5905641842685,59.538540837266
0.003,0.512754129898538,-0.497934674652312,-0.110061773108376,-10.5684544029977,-50.0706133704484,64.429571875367
0.00305,0.550797181019115,-0.466323206952807,-0.102105252195326,-9.27288678005318,-44.5887192065397,61.3382242222663
0.0031,0.543195533139145,-0.478487812254626,-0.118588848605529,-8.52256448489471,-53.00662579398,61.7832229792961
0.00315,0.535886345154525,-0.496566549248497,-0.157786623921416,-8.86469486308965,-51.3163603760156,60.5139786558998
0.0032,0.516827497197593,-0.534573842297496,-0.18810075318435,-7.07198994243678,-51.7561701877012,51.6495180853925
0.00325,0.564770509388236,-0.434606134169841,-0.1394866470253,-6.17809906612346,-47.6928992261196,60.7016689281093
0.0033,0.53632861986558,-0.481495707970069,-0.185188716342879,-5.11681745230213,-47.4205567404487,55.0190038642905
0.00335,0.536500612301383,-0.495591336361111,-0.18936552229057,-4.05833960786073,-55.0110719283617,57.2653600020856
0.0034,0.551252766220337,-0.423402558231272,-0.197108471214461,-2.89310374079027,-53.4626481908965,58.0196765627261
0.00345,0.558231292836104,-0.473010743116218,-0.208066847785982,-2.05853058255505,-49.6254813892547,52.8242002666514
0.0035,0.596947306999386,-0.42620572858481,-0.197490376766371,-1.04099785258304,-53.0952918382977,55.5909588329346
0.00355,0.565429760938694,-0.414565582648156,-0.206287577958114,-0.0577682233845963,-57.9693995879691,49.0830649657155
0.0036,0.553842021495068,-0.423909780093028,-0.228457318202565,0.88555776745337,-59.2518619849869,53.4391102152118
0.00365,0.607922546568749,-0.414077488512017,-0.219258167699933,2.02160390512868,-54.5493962978887,50.517867742564
0.0037,0.601726726065675,-0.38927302444171,-0.211579789666119,2.95740185404905,-57.0482365987261,52.5186889945735
0.00375,0.594715273364732,-0.387088554361466,-0.217435521156426,3.71799642075092,-55.3064892632501,55.1599617836892
0.0038,0.605321245581005,-0.394815392655855,-0.235783660092609,4.83223999068292,-60.3499798038606,54.3206986950376
0.00385,0.584637539017,-0.372415034600607,-0.257860928157306,5.5912776273145,-61.5247001924013,52.3585732570076
0.0039,0.588346058340344,-0.352440123391948,-0.265127154176369,6.55673797880616,-60.9189155674536,49.1303471805064
0.00395,0.61241236205527,-0.359059722813694,-0.258259898105843,7.94934812752787,-59.371122406975,49.9511113570278
0.004,0.63475059979156,-0.348744236567302,-0.283685364502212,8.51526967677196,-55.0633580863534,47.6015763121195
0.00405,0.567658127090282,-0.325214850513718,-0.272333954713023,9.84098731896082,-57.3157114668535,47.7000304158901
0.0041,0.614482337709716,-0.312939285482585,-0.248400062951154,11.0199432337853,-59.7264547962467,50.9675546271192
0.00415,0.602981054637784,-0.323987175744322,-0.302939798525966,12.2221725148213,-59.382537383785,48.3641199075888
0.0042,0.663835271645473,-0.319218791583427,-0.306424008754931,13.019764633186,-61.8444004935284,45.7986079398263
0.00425,0.625270739730913,-0.274662380226579,-0.273373075506528,13.5044805748266,-62.9912849181648,46.090738652701
0.0043,0.615350234621589,-0.319127138882578,-0.343063923482327,14.7596265932206,-63.8846869342142,43.7857021628136
0.00435,0.651666705153218,-0.258691476314244,-0.311117388345822,16.7354838340135,-60.7629557590709,47.9820108513872
0.0044,0.633459541907181,-0.25059036502901,-0.296902886470864,16.5886066748897,-62.317449526676,46.9804847557163
0.00445,0.602661381771462,-0.226642540690566,-0.290901810785995,16.364172629167,-64.3282505042189,44.6028239807451
0.0045,0.64224257219409,-0.203048125761759,-0.317457122820548,19.9959913869437,-62.4303164547539,40.4774002304499
0.00455,0.595684283765973,-0.240451542126091,-0.347211907219291,20.9311260578945,-59.6358932879334,36.926395579987
0.0046,0.636129207657655,-0.220906774602342,-0.360535672756037,19.6503074512549,-62.8395184764722,38.6831320736164
0.00465,0.651027960088502,-0.211831495655641,-0.35626316460383,22.5058623153924,-66.3177526451538,43.8477939062836
0.0047,0.598457994376775,-0.209819354981377,-0.355053782418674,22.3131242877176,-65.4679963443369,41.4092682195366
0.00475,0.623448260744243,-0.180739700567177,-0.340504410311642,24.2278487609739,-60.6640169594151,36.8103515954177
0.0048,0.659803869371477,-0.139848601042201,-0.34911511513008,25.1406815322094,-60.2045858073258,38.465966355107
0.00485,0.602302696698624,-0.157585136181648,-0.365804662306451,23.0336776931898,-64.3321423602656,33.6380725567715
0.0049,0.669230463433534,-0.1446964248528,-0.35381538086746,26.5176287751917,-67.037352059922,37.6684733233559
0.00495,0.612391036394936,-0.162481984749828,-0.40655778007281,25.6293841820937,-61.3646801223433,35.0595175595971
0.005,0.642400229632694,-0.117010911817178,-0.383567524424279,28.1522188903563,-63.7067199997835,33.8814904198
0.00505,0.592686148978738,-0.113112873536809,-0.371308103648518,27.8616789395717,-62.8859885470358,35.6787423371716
0.0051,0.591615917975304,-0.151721239294531,-0.426721760204972,26.3232374777125,-60.816377787375,32.9616361996516
0.00515,0.600025971057745,-0.130149344715561,-0.392402292617794,33.2963377426151,-61.3920527082136,33.5985712862507
0.0052,0.572276378965209,-0.112301669101173,-0.415595497281976,29.699285746862,-69.0410343285148,31.8354079871575
0.00525,0.615014706036876,-0.0759720884571898,-0.406096793315238,33.619217068655,-63.0540277694198,31.2720906535455
0.0053,0.609730528870095,-0.0885706613568835,-0.428626884943883,34.8644365853704,-67.2646160422889,29.1730748483287
0.00535,0.606109550605408,-0.060951869111097,-0.434398941820688,35.1885986841616,-61.130672147965,31.6052547813636
0.0054,0.56115223600889,-0.0866340469230207,-0.432582996391772,34.3172050703667,-65.0532543512393,30.1978879538257
0.00545,0.571247880559877,-0.0738873563750572,-0.463751880019476,32.4485807744569,-68.299289178972,28.1752775792669
0.0055,0.557697677343168,-0.059458682771165,-0.455089067932059,36.3428816002358,-59.1029967326147,26.0221438317244
0.00555,0.593531497427058,-0.0443575882078001,-0.467158891108641,36.4893238613949,-67.552935316242,23.6844336498145
0.0056,0.559801380897001,-0.0604870894206357,-0.503913123708919,39.4631668501959,-62.980681992022,27.6873514261611
0.00565,0.558293019909582,-0.0258551252338304,-0.455400259446528,36.9457374748684,-65.7258124751387,23.0299104279026
0.0057,0.557067242638557,-0.0315904640253438,-0.483000952782289,40.0278528412125,-66.1850990410225,23.3845635344694
0.00575,0.553772170519372,-0.0178449570543489,-0.498599241004353,42.568812300411,-57.9904783242219,20.0189696966002
0.0058,0.553512428853127,4.26542971091598e-06,-0.468666539130043,39.1102740564505,-67.8256958023682,22.6147805277499
0.00585,0.533563303428308,-0.00421864050983499,-0.514103258114365,45.37903679925,-59.5001322350407,20.311080302849
0.0059,0.540276447009113,0.0159840542124074,-0.519577770416645,41.4809999292026,-66.1236768952713,20.0721149635852
0.00595,0.487894292399864,-0.0128858442099088,-0.527841919089169,47.1020416403493,-57.0993896947464,18.4450828701675
0.006,0.55167459940835,0.03821403928437,-0.555594326622861,46.4313376277758,-63.383091060403,17.7497525025253
0.00605,0.496639498256521,0.0068524646899351,-0.572744535667772,46.8767223498373,-64.224875247544,16.3234759118106
0.0061,0.497232502989655,0.0265675740463125,-0.552787731348453,51.2743289250195,-58.581583091921,16.1120226801614
0.00615,0.49874959167804,0.0411992936821245,-0.56740456913431,45.3685029182795,-60.7674012027323,14.1205029466505
0.0062,0.4962247795285,0.0536824680639367,-0.55870070566235,49.8595713740311,-58.4824180266741,12.8770425814474
0.00625,0.461143195592552,0.0464844807850668,-0.549469400303961,42.9567596884245,-56.4069225248273,12.0694854565394
0.0063,0.449812137920723,0.0501500094542854,-0.575135435900676,42.9967983196302,-61.0531825296444,12.5076138122859
0.00635,0.457962497865269,0.0759659834038175,-0.55614129829641,48.0260324462007,-55.4090455323586,11.6757850735153
0.0064,0.451422698161482,0.0675390441304482,-0.615987641253417,47.495079815349,-62.0079111709754,9.24484286778484
0.00645,0.473512472506031,0.108167079064342,-0.601375148549631,48.1694586735965,-58.5936699140264,8.29949765654011
0.0065,0.444499975909741,0.0930546898081435,-0.58709277219965,48.3711959232342,-57.7494463366977,8.42400224117732
0.00655,0.436824236130829,0.0917618424345799,-0.641461108072693,54.0770219785945,-54.8206654908313,6.89807660011611
0.0066,0.410260086827258,0.1042228856317,-0.58781215981426,48.2425595812677,-58.5771634718737,6.10149523788756
0.00665,0.438685875508066,0.143512159964586,-0.575213071077715,48.3663804392315,-57.3513717982664,4.74862578406914
0.0067,0.378102883120079,0.103231665148877,-0.614602532567359,48.0464785434791,-55.827036976198,3.81796469267073
0.00675,0.406801757854273,0.136811016046879,-0.604644352196693,57.5199866887285,-57.9310072536666,2.68693660542372
0.0068,0.389030509220063,0.13889784841341,-0.582432407681822,51.1206414544729,-60.9512584478576,1.73373281214483
0.00685,0.413490090300732,0.178046620722134,-0.623008795672497,55.4270958342861,-52.3847496323551,0.701757594760304
0.0069,0.416806025120197,0.19123638384399,-0.611417546753101,57.6245746582385,-52.6867831649319,-0.280801438375082
0.00695,0.36946851582713,0.175100650022986,-0.631135874069498,52.7009353391233,-55.0746385899235,-1.45038948064446
0.007,0.368312519375931,0.180474654526742,-0.633415091061285,58.9243710239218,-52.0606068400102,-2.05998874508784
0.00705,0.365930498529246,0.204383397078856,-0.579760315850725,55.7755787011267,-54.7850006658574,-2.99857035949623
0.0071,0.345557449685339,0.199948371172336,-0.606587938889358,55.182834884928,-53.29421370598,-4.54255220242003
0.00715,0.372699553876519,0.228241999256197,-0.623448970268849,51.6383483604485,-54.3485401256635,-5.36737336318011
0.0072,0.338967510083984,0.219206632129151,-0.606384347348187,59.9252118032337,-48.1979539437497,-6.08146549461033
0.00725,0.331592002226253,0.239144209005497,-0.609256350130916,60.8828090233727,-50.9865964421494,-7.76968992965792
0.0073,0.337183545816683,0.256997526054822,-0.605634325938037,60.7820480839296,-54.2096880566175,-8.49489610746473
0.00735,0.336481754072105,0.25178098595954,-0.615831625447373,58.6868768424767,-46.8449001951782,-9.09395313024855
0.0074,0.311066540436008,0.252412869173849,-0.592664734958602,61.1446477437025,-49.1398901154075,-10.8643645872301
0.00745,0.312608587094135,0.263321702413327,-0.65255595544698,67.7105894834218,-53.0918134281078,-10.9815813108737
0.0075,0.295473138656646,0.272677910994583,-0.629352381857867,58.0456862021602,-44.6459631034896,-11.7491060131615
0.00755,0.284561899822626,0.282298568457967,-0.587752472301567,60.5777019439323,-44.5285953950796,-12.5581029035511
0.0076,0.276205435584192,0.291027627870797,-0.587361135450365,58.6612371538494,-46.3682570814453,-13.3803271438505
0.00765,0.257343100180277,0.293938320756508,-0.589532251616391,60.2057710100162,-46.8801431155968,-14.9563204974072
0.0077,0.280329657047172,0.324428421231674,-0.5818404486277,59.9757277208038,-44.7184015410112,-15.0392288810635
0.00775,0.275678036111252,0.336625758754596,-0.583756741106976,62.0239759094051,-45.5506724926599,-16.1052699247096
0.0078,0.264836449932964,0.346121526475085,-0.602528053096972,56.3341272837215,-42.9776978662072,-16.2656187622282
0.00785,0.266694292014664,0.373101593047345,-0.60848804188964,62.1064472292147,-40.0515080401028,-20.3662014659789
0.0079,0.237784359216453,0.350091879863781,-0.636431983928201,57.1108809932428,-42.0904117748276,-22.2865593421715
0.00795,0.22426806797127,0.346161060558707,-0.582899150482303,65.0405904041613,-42.2698131659768,-20.0104650997778
0.008,0.247773599862051,0.405360075550961,-0.598295966066221,58.3070922105356,-39.1454409967899,-21.7214509614633
0.00805,0.23402888251921,0.389494318873355,-0.591551240037157,59.8433579752845,-36.9754642107565,-22.4878894686099
0.0081,0.206017741574686,0.38135860560755,-0.594267119771657,64.356854544759,-40.3097694599873,-20.3306362949592
0.00815,0.214074018451813,0.400943363508936,-0.603926129126903,63.9568195851713,-39.3817480010696,-24.382735094931
0.0082,0.207564095272304,0.419515309267756,-0.574145379972511,65.9481894563015,-34.9483477601109,-24.5851506685796
0.00825,0.198006492889837,0.398685723910799,-0.521542822151933,60.9872975064061,-39.7923737744154,-24.26561194648
0.0083,0.174231408870122,0.396093554635672,-0.630461272276815,65.8125679925717,-30.8937988349567,-27.3560528269776
0.00835,0.192877349623057,0.433622872721792,-0.539266859008124,61.0684821929895,-35.9664765100686,-27.7577513697031
0.0084,0.147173327374474,0.419402440913288,-0.551856759470905,59.9199410618952,-36.9882638950841,-28.1954215262726
0.00845,0.168952868774652,0.463505865954773,-0.536973626090901,62.5180885381585,-35.881248814749,-29.6355289200864
0.0085,0.158218309940229,0.442695831849089,-0.57373575211407,63.0973666496876,-36.0187522631779,-30.0038902821577
0.00855,0.134431498272847,0.442264205909758,-0.61583680377986,63.7509813649049,-28.9303705244173,-30.0484389395845
0.0086,0.166335848994097,0.499655125322216,-0.507927629191569,65.4239542560832,-30.5474861577829,-33.3744114153737
0.00865,0.133326985525361,0.474399625752737,-0.551214903977927,61.1665804202114,-31.3366219123348,-33.2149029151845
0.0087,0.10654534386473,0.47762842963044,-0.53984767665741,64.4514779656642,-27.329864281278,-32.8969676855839
0.00875,0.122524158313776,0.48570439036909,-0.542025014012608,65.0000166302685,-30.0353078208219,-34.3913053284414
0.0088,0.120793733287912,0.524478894695445,-0.513099037505763,58.9464125381473,-26.4654302324335,-37.6435003635612
0.00885,0.106174516754143,0.509573747306022,-0.517388028981273,60.8970987958037,-24.6245997859825,-41.1511054897405
0.0089,0.0999304997551041,0.548243039759228,-0.507442307290084,62.5056696246364,-23.2951353528244,-38.5134388614661
0.00895,0.0847758337574041,0.518933142719147,-0.493733204246325,56.1235830672092,-24.2218520039716,-35.9516034252013
0.009,0.0638168987293325,0.508011719280222,-0.523115177756754,57.3215797599776,-22.5411728008215,-39.3215020144973
0.00905,0.067721152823391,0.509081345456425,-0.488298301067148,60.1761153015436,-22.0203439588708,-40.1788034685242
0.0091,0.0842873062218231,0.609265009240101,-0.473188941599634,63.1390538218808,-20.8216421585537,-42.3969144543954
0.00915,0.0511159928574392,0.53849540475422,-0.478689121231166,62.6844383550708,-21.3056448239607,-42.322824761455
0.0092,0.0356607073983112,0.566701241603998,-0.507969941249925,60.5103888410024,-21.092110435688,-40.5775704677909
0.00925,0.0227504078410865,0.589088768322184,-0.514444814106172,61.6183921048829,-19.5888786573696,-40.6781090317115
0.0093,0.0329771306088123,0.537721188854574,-0.477894094016392,58.1532834387947,-17.8658307761183,-44.4830105573754
0.00935,0.00610157654638986,0.594714627244851,-0.488473123683718,62.1514879974588,-16.7357989111116,-47.1222101133558
0.0094,-0.0162684964527455,0.566167440723989,-0.494585742676765,63.8016709424773,-15.4724948750738,-47.1476962794655
0.00945,-0.0135141447346935,0.575022113152973,-0.506007900143887,62.8725157505178,-14.4306121474437,-46.3535342387631
0.0095,-0.0140520980321412,0.582215118340237,-0.452262290374716,64.8853131845625,-14.3596650584852,-44.948457601836
0.00955,-0.0282441649985691,0.613628003883202,-0.50302774563059,64.1413681714825,-12.9237434837566,-47.140357562943
0.0096,-0.0401525726121205,0.551811805738167,-0.459514133246266,57.8156895653011,-13.0282819870461,-50.4411616144189
0.00965,-0.0377725691548137,0.614676553533164,-0.415339174618279,58.5068237075795,-11.6553131913992,-48.2766407387028
0.0097,-0.0564167999548898,0.595464742325456,-0.432555831875261,64.3397284725039,-10.8505806827719,-54.0456966489705
0.00975,-0.0981830891537968,0.583649376804112,-0.477676437287417,59.6910268516555,-9.67978704247684,-46.1914519553275
0.0098,-0.0918844304350283,0.576766668387032,-0.417656799165756,60.8046043188926,-9.19930645506265,-51.25343070571
0.00985,-0.12009589400491,0.57218047718827,-0.449213076484894,60.208752317506,-7.50429583929884,-49.3987572410734
0.0099,-0.133769961683135,0.656965745676502,-0.474339226766932,58.9315952045108,-6.3365921044785,-46.0576571132397
0.00995,-0.132952719741876,0.559542901712743,-0.427253087130177,57.0651949200051,-5.50366668486318,-50.1693258625772
0.01,-0.146695401856712,0.583587036230274,-0.417176047564495,57.350428734354,-4.68058854273705,-45.2971057853222
0.01005,-0.150691534663454,0.59781540572802,-0.43544429491762,56.7370100261993,-3.41440017171072,-53.0079789302891
0.0101,-0.180906289481331,0.568099901348182,-0.455131435082866,57.5576578089501,-2.56849243794793,-56.8776121044237
0.01015,-0.176998902258561,0.544242139089307,-0.417378332183988,54.6900397146269,-1.38596694862887,-55.7192426935048
0.0102,-0.21087987776709,0.514981810394498,-0.445874823822735,59.2937590526636,-0.412802724455016,-57.9807225411365
0.01025,-0.191380539735764,0.567743568640533,-0.406347987903228,59.8778912351303,0.671653335699017,-52.6732368951941
0.0103,-0.210733414912251,0.569967897881384,-0.402270070915096,53.638822269392,1.73428259340068,-60.3072822641647
0.01035,-0.206926645329851,0.6202436846285,-0.390627828866488,52.212650011447,2.48715763623918,-56.8742369790861
0.0104,-0.227112254482108,0.590147884582838,-0.387505244465072,56.0078363936691,3.60416355126211,-58.7490424978625
0.01045,-0.2594784770513,0.527082092512609,-0.389267945101961,50.2145218629281,4.31995278244618,-60.5389624440848
0.0105,-0.236008695573628,0.534975387930378,-0.355121870786784,48.0098011477116,5.63222201511504,-57.5633206320083
0.01055,-0.266669789899507,0.568991668056773,-0.384488917963008,55.0801281281032,6.78353594260911,-58.0131065920293
0.0106,-0.294924490628433,0.559254288311059,-0.392864318311036,52.8318268254914,7.56442986175423,-54.4049323453919
0.01065,-0.293878691534847,0.553950527700528,-0.366949372676236,47.2227061906751,7.6111628928407,-60.6704562419935
0.0107,-0.272762711142871,0.570019798591042,-0.319624797351733,48.6537406878014,9.56904921909548,-57.0570657714782
0.01075,-0.312994367162853,0.59739692488694,-0.354944535125981,51.2349822186194,10.4349106878216,-59.9335240987763
0.0108,-0.324911961945729,0.557843891848968,-0.367679668692909,46.5294615507228,11.3702874818549,-61.6934168989613
0.01085,-0.302582732983175,0.608644760353379,-0.32765148233629,50.7393258088521,12.9162627867261,-62.5531187091552
0.0109,-0.348725409838675,0.609075676057637,-0.346044498228393,47.4905590526008,12.4811593890141,-55.9706994073283
0.01095,-0.344846500139605,0.568021458816596,-0.32768567253323,51.0048075198082,13.7804569697917,-58.3199659169217
0.011,-0.30386916384385,0.606111965866209,-0.27458710416587,43.8393664794129,16.5478804068067,-62.5762867928137
0.01105,-0.355911671375463,0.587603973789871,-0.320105129209759,45.111829789261,16.2875277501237,-63.4505137608881
0.0111,-0.396104374755883,0.567141082208977,-0.334051304898955,43.7770868787804,18.0249678323793,-59.4219593311357
0.01115,-0.362379903956388,0.601736690148384,-0.274482936873422,44.3424800650887,18.2895326977797,-65.7961395738587
0.0112,-0.334834535602403,0.578498224910695,-0.244413574242166,46.8664056777387,19.6423819137879,-67.3061783049383
0.01125,-0.39552354431445,0.552247419235249,-0.284609870076498,43.0837017566962,21.7861691285427,-61.4950504645194
0.0113,-0.394578527440382,0.594857250222731,-0.258766271917468,40.6104308844727,21.126487717311,-65.2249115446018
0.01135,-0.406828972385313,0.548947866140573,-0.259593684372072,38.5869465939988,23.32193202715,-63.5614690774584
0.0114,-0.394613427967407,0.572572796490988,-0.235583981712139,37.4476733219614,22.0762009872145,-60.0533571802637
0.01145,-0.395954837406505,0.604106069371514,-0.220078641668744,34.9471707099777,21.8148910161528,-57.8486280477709
0.0115,-0.41254479264764,0.552490677081384,-0.230084858313335,37.3521411160119,24.6733816954434,-62.0284202019159
0.01155,-0.437078051628932,0.586950691104145,-0.22571171633804,34.4097133367549,25.2811928834885,-60.5030820185583
0.0116,-0.460629048723496,0.544468630869079,-0.232695404472989,39.2997487854731,27.9151203156308,-59.9488044475408
0.01165,-0.45531070675505,0.519717661753371,-0.21655956819971,35.3923840232492,29.6578193790234,-60.7807849034062
0.0117,-0.452791984684345,0.594264544146774,-0.180804146344848,34.3779837412268,27.4227098724532,-62.1847088098708
0.01175,-0.406482611985565,0.56201312158722,-0.136186924136543,31.1418240077952,29.0793329168146,-65.4306840310699
0.0118,-0.440447596823432,0.580204881880236,-0.149639670998184,34.5927546066128,28.5555882838007,-62.3889170674828
0.01185,-0.46204597530008,0.549675089056503,-0.15527930175501,30.1973137512913,28.9897050487024,-64.5944301406948
0.0119,-0.43722518048389,0.573888224399051,-0.108849901835176,29.0777885828136,33.6959222255156,-63.4582850880064
0.01195,-0.432778951792484,0.564366343372877,-0.103164850459569,34.2776228907065,32.9584238585112,-64.7756264897349
0.012,-0.471369871949569,0.567131948046676,-0.115613355275353,29.7647234582284,37.6347583793032,-60.2244009988905
0.01205,-0.482469890378491,0.596625212594592,-0.100353836322743,29.2566327616028,32.4590095382228,-64.3544244814842
0.0121,-0.442370798626675,0.588236900385677,-0.0625317616987204,26.4034695134829,36.57474098699,-64.2899449917764
0.01215,-0.472692700785328,0.5421992052363,-0.0773440842096197,29.4280498669152,38.0849927811056,-59.8479868013447
0.0122,-0.449789484044823,0.585117432760272,-0.0366516215523981,27.4661535154414,35.4853576701836,-70.7388914479074
0.01225,-0.483112099750162,0.540880384333537,-0.0593026341529041,22.3296193846314,36.7378089647615,-60.515312705317
0.0123,-0.446301021562475,0.583696765868317,-0.0108786736038417,24.4674529505805,36.8554102051865,-65.7569429442801
0.01235,-0.482319208389266,0.561457170381962,-0.0216942179910169,24.2885860394035,38.6746618134629,-63.1152814509173
0.0124,-0.499315250861104,0.552346226717968,-0.0227331285299441,21.1841298102228,40.5586395233941,-66.2804176380374
